carat,cut,color,clarity,depth_pctg,table,price,length,width,depth
1.32,Premium,E,I1,62.2,58.0,5027,7.05,6.97,4.36
2.01,Premium,H,SI1,60.9,59.0,16733,8.15,8.04,4.93
0.74,Very Good,I,VS1,63.4,57.0,2353,5.81,5.76,3.67
0.3,Ideal,G,VS2,62.5,53.0,675,4.3,4.27,2.68
0.51,Ideal,G,VS1,61.7,55.0,1781,5.17,5.14,3.18
0.96,Fair,H,I1,66.9,60.0,1705,6.15,6.04,4.09
0.31,Very Good,E,SI1,60.1,61.0,544,4.35,4.4,2.63
1.6,Good,E,SI1,63.6,58.0,12581,7.44,7.38,4.71
1.5,Very Good,F,VS2,62.6,59.0,13728,7.21,7.26,4.53
0.5,Very Good,D,VS1,63.1,57.0,1715,5.04,5.0,3.17
1.04,Ideal,E,VVS2,61.0,57.0,9901,6.61,6.57,4.02
0.33,Good,I,SI1,63.6,53.0,557,4.43,4.4,2.81
0.3,Very Good,G,IF,63.5,55.0,956,4.28,4.26,2.71
1.01,Good,G,SI1,63.2,55.0,4326,6.32,6.4,4.02
0.31,Very Good,F,VS1,61.0,57.5,679,4.37,4.39,2.67
0.52,Ideal,I,VS2,61.9,58.0,1232,5.14,5.17,3.19
1.54,Premium,E,SI2,59.9,60.0,8408,7.49,7.38,4.46
1.01,Good,H,VS2,63.9,58.0,4208,6.26,6.22,3.99
0.35,Ideal,D,VS1,61.0,56.0,1065,4.53,4.58,2.78
0.3,Very Good,I,VVS2,60.1,63.0,526,4.28,4.31,2.58
1.24,Premium,I,SI1,62.9,60.0,5208,6.8,6.74,4.26
0.45,Very Good,H,VVS1,62.3,57.0,1274,4.9,4.93,3.06
0.86,Premium,F,SI1,62.6,58.0,3372,6.01,6.06,3.78
0.31,Premium,J,VS2,62.5,60.0,488,4.36,4.31,2.71
0.77,Ideal,I,SI1,61.5,56.0,2946,5.9,5.93,3.64
2.1,Ideal,I,SI1,61.6,57.0,12168,8.24,8.15,5.05
0.4,Good,I,SI1,63.2,55.0,596,4.68,4.72,2.97
0.32,Good,H,SI1,63.1,58.0,461,4.33,4.36,2.74
0.71,Ideal,F,SI1,61.4,55.0,2427,5.75,5.82,3.55
0.9,Ideal,H,VS2,62.6,57.0,4007,6.19,6.15,3.86
0.5,Premium,E,VS2,62.9,60.0,1676,5.1,5.07,3.2
0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5
0.51,Ideal,E,SI1,61.4,56.0,1377,5.15,5.17,3.17
1.03,Premium,E,VS1,62.4,58.0,7778,6.41,6.5,4.03
0.52,Ideal,F,VS1,62.2,55.0,1778,5.14,5.18,3.21
0.91,Good,E,VS2,56.3,64.0,4823,6.37,6.42,3.6
0.35,Very Good,H,VS1,60.8,63.0,788,4.57,4.54,2.77
0.55,Good,J,VS2,64.1,54.0,1034,5.18,5.21,3.33
0.41,Ideal,F,VS1,62.3,55.0,1007,4.77,4.79,2.98
0.9,Very Good,J,VS1,62.4,57.0,3643,6.13,6.18,3.84
0.7,Very Good,D,VS2,60.7,58.0,3092,5.7,5.73,3.47
0.34,Premium,I,VS1,61.0,60.0,537,4.48,4.51,2.74
0.52,Ideal,E,VS2,62.1,57.0,1617,5.22,5.19,3.23
0.55,Premium,E,VS2,60.5,58.0,1881,5.32,5.26,3.2
0.29,Very Good,D,SI1,59.8,55.0,737,4.3,4.35,2.58
0.9,Premium,E,SI1,60.3,56.0,4209,6.29,6.21,3.77
2.02,Premium,I,SI2,59.4,59.0,14211,8.21,8.25,4.89
0.31,Ideal,E,VVS1,61.3,56.0,865,4.38,4.4,2.69
0.35,Premium,F,SI1,62.3,58.0,748,4.53,4.49,2.81
1.01,Premium,F,SI2,61.3,60.0,4416,6.4,6.43,3.93
1.0,Very Good,I,SI1,63.3,56.0,4538,6.27,6.36,4.0
0.3,Ideal,F,VS2,62.1,55.0,605,4.26,4.31,2.66
1.02,Ideal,G,SI1,62.4,56.0,4044,6.42,6.37,3.99
0.51,Ideal,I,VVS2,61.6,54.0,1274,5.15,5.18,3.18
1.02,Premium,G,VVS2,62.2,60.0,7602,6.39,6.43,3.99
0.46,Premium,E,VS1,62.0,58.0,1355,4.98,4.95,3.08
1.41,Ideal,J,SI1,62.3,55.0,6889,7.18,7.21,4.48
1.02,Premium,F,VS1,62.0,59.0,7351,6.39,6.41,3.97
3.0,Premium,G,I1,59.7,60.0,13203,9.42,9.26,5.58
1.51,Premium,G,SI1,59.7,58.0,10020,7.5,7.45,4.46
0.36,Ideal,E,VS2,61.1,57.0,864,4.61,4.56,2.8
2.0,Fair,E,SI2,59.9,61.0,15540,8.16,8.04,4.86
1.01,Premium,H,SI1,60.3,59.0,4191,6.45,6.42,3.88
0.7,Good,I,SI1,61.6,63.0,1763,5.59,5.68,3.47
0.92,Ideal,F,SI1,62.8,56.0,4232,6.14,6.18,3.87
1.2,Very Good,H,SI2,62.0,58.0,5280,6.76,6.91,4.24
0.25,Good,E,IF,65.6,54.0,512,3.91,3.95,2.58
1.74,Good,G,VS1,58.6,62.0,16223,7.83,7.88,4.6
0.54,Very Good,I,SI2,62.9,57.0,1105,5.18,5.21,3.27
0.54,Good,H,VS2,63.2,55.0,1338,5.2,5.24,3.3
0.55,Premium,D,SI1,60.7,58.0,1819,5.3,5.24,3.2
0.31,Ideal,F,VVS1,61.0,56.0,840,4.39,4.43,2.69
0.38,Ideal,F,VVS2,60.8,53.0,963,4.72,4.76,2.88
1.33,Ideal,H,SI1,60.1,57.0,7742,7.14,7.2,4.31
0.26,Very Good,G,VS1,62.1,56.0,418,4.07,4.11,2.54
2.05,Premium,I,VS1,60.6,60.0,17640,8.21,8.18,4.97
0.35,Ideal,H,VVS1,60.9,57.0,773,4.55,4.58,2.78
0.5,Very Good,D,SI1,58.5,60.0,1436,5.13,5.19,3.02
0.31,Good,G,VS2,63.2,58.0,507,4.28,4.3,2.71
0.7,Ideal,H,SI2,61.6,54.0,2110,5.71,5.75,3.53
0.4,Ideal,E,VVS2,62.1,55.0,1158,4.74,4.76,2.95
0.7,Very Good,I,SI1,63.0,56.0,2147,5.61,5.66,3.55
1.07,Ideal,J,VS2,61.7,58.0,4686,6.58,6.55,4.05
0.4,Good,D,SI2,63.4,59.0,622,4.67,4.7,2.97
0.31,Ideal,D,SI1,62.9,56.0,732,4.34,4.31,2.72
0.3,Ideal,E,VVS2,61.8,56.0,789,4.31,4.33,2.67
0.25,Ideal,E,VS2,62.1,57.0,535,4.01,4.05,2.5
0.41,Ideal,G,VVS1,60.8,56.0,1068,4.82,4.85,2.94
0.56,Premium,E,VS2,58.8,59.0,1882,5.45,5.36,3.18
0.3,Ideal,E,VVS2,61.1,56.0,742,4.34,4.37,2.66
1.01,Premium,F,VS2,63.0,58.0,6097,6.43,6.36,4.03
1.1,Good,D,SI2,57.0,62.0,4361,6.91,6.84,3.92
0.31,Very Good,G,VVS1,63.0,56.0,710,4.26,4.28,2.69
1.2,Very Good,J,SI2,61.4,55.0,4636,6.85,6.92,4.23
1.0,Very Good,E,SI2,59.5,63.0,4004,6.41,6.47,3.83
0.32,Premium,H,VS2,61.7,59.0,648,4.4,4.35,2.7
0.7,Very Good,H,VS2,62.1,55.0,2106,5.66,5.71,3.53
0.8,Ideal,F,SI2,61.8,56.0,2564,5.97,6.0,3.7
1.5,Ideal,D,VS2,62.6,56.0,15992,7.27,7.21,4.53
0.78,Ideal,F,VS2,61.3,57.0,3259,5.91,5.93,3.63
0.75,Fair,F,VS1,55.8,70.0,2859,6.09,5.98,3.37
0.4,Ideal,E,VS2,60.9,56.0,904,4.78,4.81,2.92
0.38,Premium,F,VS1,62.4,59.0,998,4.63,4.57,2.87
0.4,Premium,D,SI1,63.0,57.0,924,4.7,4.66,2.95
2.12,Premium,H,SI2,61.5,59.0,13460,8.26,8.21,5.06
0.51,Very Good,E,SI1,62.8,55.0,1438,5.07,5.12,3.2
0.33,Ideal,G,VS2,62.2,56.0,579,4.44,4.47,2.77
0.51,Very Good,G,VS1,63.4,57.0,1709,5.08,5.04,3.21
0.92,Ideal,J,SI1,61.7,57.0,3181,6.21,6.26,3.85
0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58
0.32,Very Good,F,VS2,59.7,62.0,602,4.38,4.43,2.63
0.31,Ideal,D,VS2,59.0,57.0,942,4.48,4.44,2.63
1.0,Very Good,E,SI2,63.5,54.0,4480,6.41,6.35,4.05
0.38,Ideal,D,VS1,62.5,56.0,1067,4.64,4.67,2.91
1.01,Good,F,SI2,56.9,60.0,4077,6.68,6.64,3.79
0.98,Ideal,I,SI2,62.6,54.0,3873,6.35,6.39,3.99
0.5,Fair,E,SI2,58.0,67.0,851,5.26,5.17,3.02
0.7,Very Good,H,SI2,60.7,57.0,2058,5.72,5.75,3.48
0.5,Good,G,VS2,63.2,57.0,1410,4.99,5.04,3.17
0.3,Premium,H,VVS1,61.1,61.0,819,4.3,4.27,2.62
0.81,Premium,G,VS2,61.4,60.0,3193,6.02,5.99,3.69
0.3,Premium,H,SI1,62.5,57.0,554,4.29,4.25,2.67
1.56,Ideal,H,VS2,61.6,57.0,11922,7.51,7.45,4.61
0.55,Ideal,E,SI1,60.8,56.0,1566,5.31,5.34,3.24
0.51,Premium,E,VS2,62.5,60.0,1709,5.1,5.08,3.18
0.91,Ideal,F,VS2,62.6,55.0,5261,6.2,6.23,3.89
1.24,Premium,D,VS2,59.3,58.0,9738,7.03,7.09,4.19
0.54,Ideal,G,VS1,60.7,57.0,2274,5.29,5.26,3.2
0.7,Very Good,F,SI1,60.6,60.0,2662,5.71,5.75,3.47
1.01,Good,D,SI1,63.8,58.0,5443,6.34,6.38,4.06
1.12,Premium,F,SI2,60.5,59.0,4654,6.79,6.73,4.09
2.02,Ideal,I,SI2,61.7,57.0,13109,8.05,8.12,4.99
0.3,Ideal,F,IF,61.8,54.0,886,4.34,4.36,2.69
2.03,Premium,J,SI2,62.7,59.0,12531,8.08,8.02,5.05
0.33,Premium,G,VS2,61.9,59.0,579,4.4,4.46,2.74
0.35,Ideal,E,VS1,61.9,56.0,1091,4.55,4.53,2.81
0.7,Very Good,E,SI2,60.1,56.0,2290,5.76,5.79,3.47
1.01,Very Good,G,VS1,59.3,57.0,7451,6.55,6.6,3.9
1.04,Premium,G,IF,60.7,58.0,8813,6.65,6.52,4.0
0.32,Premium,D,SI1,60.2,58.0,589,4.4,4.43,2.66
0.4,Ideal,F,VS2,62.3,54.0,767,4.74,4.77,2.96
1.0,Good,F,SI1,63.8,57.0,4844,6.21,6.29,3.99
0.7,Ideal,F,VVS2,61.9,55.0,2701,5.72,5.68,3.53
0.37,Premium,D,SI1,61.0,62.0,874,4.64,4.61,2.82
1.64,Premium,E,SI1,59.5,58.0,14236,7.72,7.64,4.57
1.17,Fair,I,I1,64.5,59.0,2336,6.67,6.47,4.25
0.7,Premium,F,SI2,62.5,60.0,2373,5.66,5.61,3.52
0.3,Very Good,G,VVS1,62.8,55.0,635,4.28,4.31,2.7
0.32,Premium,G,VS2,60.5,58.0,561,4.41,4.42,2.67
1.55,Very Good,E,SI1,60.1,58.0,11764,7.5,7.55,4.52
0.51,Ideal,H,VS2,61.4,56.0,1375,5.14,5.19,3.17
1.01,Premium,H,SI2,60.3,60.0,4638,6.49,6.47,3.91
1.73,Very Good,I,VS1,62.2,59.0,12559,7.62,7.65,4.75
0.5,Very Good,F,VVS1,61.1,55.0,2122,5.14,5.18,3.15
0.35,Ideal,E,VVS1,61.3,56.0,916,4.52,4.55,2.78
0.4,Very Good,D,VS2,62.8,56.0,918,4.71,4.75,2.97
0.91,Very Good,D,SI1,63.0,59.0,4429,6.11,6.15,3.86
0.5,Ideal,F,SI1,59.9,56.0,1378,5.36,5.09,3.13
0.46,Very Good,G,VS1,61.4,59.7,1179,4.94,4.97,3.05
0.54,Premium,E,VVS1,62.7,58.0,2370,5.16,5.21,3.25
0.55,Ideal,F,VS2,62.1,55.0,1871,5.27,5.25,3.26
1.23,Ideal,F,VS2,62.4,54.0,10342,6.84,6.87,4.28
0.51,Good,E,VS2,59.2,62.0,1554,5.22,5.29,3.11
0.77,Premium,G,SI2,61.3,58.0,2129,5.94,5.88,3.62
0.63,Premium,J,SI1,61.9,59.0,1181,5.49,5.47,3.39
0.9,Ideal,J,VS1,61.6,55.0,3587,6.24,6.27,3.85
0.31,Very Good,H,SI1,62.4,57.0,435,4.31,4.35,2.7
0.94,Ideal,F,VS2,61.2,57.0,7120,6.29,6.33,3.86
0.33,Premium,F,VS2,60.1,58.0,666,4.45,4.47,2.68
0.51,Ideal,G,VVS2,61.8,56.0,1875,5.1,5.16,3.17
0.7,Good,F,VS1,63.8,58.0,2970,5.58,5.61,3.57
1.91,Good,I,SI2,62.8,58.0,10937,7.82,7.89,4.93
0.35,Ideal,H,VVS1,62.0,55.0,756,4.52,4.54,2.81
1.31,Premium,G,SI1,62.2,56.0,7358,7.02,6.97,4.35
1.22,Premium,H,SI2,60.7,59.0,5671,6.91,6.87,4.18
1.07,Ideal,G,VS2,62.2,57.0,6471,6.55,6.53,4.07
1.42,Premium,F,SI2,59.7,57.0,7755,7.33,7.3,4.37
0.5,Very Good,H,SI1,62.9,58.0,1068,5.01,5.04,3.16
2.01,Premium,J,SI1,60.5,59.0,12369,8.12,8.01,4.88
0.33,Ideal,G,VVS1,61.7,55.0,838,4.48,4.5,2.77
1.31,Premium,J,SI1,60.3,62.0,4490,7.12,7.04,4.26
0.3,Ideal,E,VVS2,61.8,56.0,1013,4.33,4.31,2.67
0.9,Good,I,VS1,63.3,59.0,3644,6.06,6.1,3.85
0.45,Good,E,SI2,64.1,62.0,680,4.82,4.75,3.07
0.3,Premium,D,VS2,60.4,59.0,911,4.35,4.32,2.62
0.39,Premium,D,VVS2,62.9,58.0,1290,4.66,4.62,2.92
0.7,Ideal,G,VS1,61.4,55.0,2573,5.74,5.69,3.51
0.71,Ideal,F,VS2,62.8,56.0,2686,5.66,5.61,3.54
1.17,Premium,H,SI2,62.7,56.0,4914,6.74,6.68,4.21
0.5,Ideal,F,VVS1,60.4,56.0,2165,5.16,5.21,3.13
0.97,Good,J,VS2,60.0,56.0,3717,6.4,6.46,3.86
0.71,Ideal,E,VS2,61.6,56.0,3553,5.73,5.77,3.54
0.31,Premium,E,VS2,60.0,59.0,680,4.35,4.39,2.62
1.7,Good,G,VS1,63.5,56.0,14445,7.53,7.64,4.82
1.02,Good,F,SI2,61.4,61.0,4368,6.4,6.44,3.94
0.5,Good,D,VVS2,62.4,64.0,3017,5.03,5.06,3.14
0.4,Good,E,SI1,63.2,58.0,687,4.66,4.7,2.96
1.6,Premium,H,SI1,62.1,60.0,9017,7.54,7.49,4.66
1.56,Ideal,F,SI2,61.6,56.0,10210,7.41,7.45,4.58
1.64,Very Good,J,SI2,62.0,59.0,7750,7.47,7.52,4.65
0.25,Ideal,G,VS2,61.8,58.0,459,4.04,4.08,2.51
0.53,Ideal,D,IF,62.2,55.0,3812,5.17,5.19,3.22
0.32,Very Good,G,VS1,61.3,62.0,645,4.39,4.42,2.7
1.5,Premium,H,VS2,60.8,59.0,10291,7.34,7.36,4.47
1.51,Premium,E,VS2,62.6,60.0,14844,7.28,7.22,4.54
0.71,Ideal,I,VS1,61.3,57.0,2965,5.73,5.76,3.52
0.37,Premium,G,VS2,60.1,59.0,649,4.64,4.68,2.8
0.4,Ideal,D,SI1,62.1,56.0,772,4.7,4.74,2.93
0.8,Very Good,F,SI1,62.6,58.0,2862,5.9,5.92,3.7
0.26,Ideal,F,VVS1,61.6,57.0,599,4.08,4.1,2.52
1.13,Premium,E,SI2,61.4,59.0,4936,6.78,6.7,4.14
1.25,Ideal,F,VS2,61.6,55.0,10006,6.93,6.96,4.28
0.35,Ideal,G,VVS1,61.7,55.0,849,4.54,4.57,2.81
0.31,Premium,E,VS2,61.0,58.0,872,4.39,4.37,2.67
0.3,Premium,E,VS2,59.1,58.0,658,4.37,4.39,2.59
0.5,Premium,I,SI2,59.8,56.0,900,5.23,5.18,3.11
0.9,Good,H,SI2,62.4,61.0,3160,6.03,6.11,3.79
1.51,Premium,F,VS2,61.7,58.0,13945,7.33,7.28,4.51
1.03,Premium,G,SI2,60.6,60.0,4557,6.53,6.5,3.95
0.4,Premium,F,VVS1,61.9,57.0,1323,4.71,4.69,2.91
0.74,Premium,D,SI1,62.4,59.0,3036,5.73,5.8,3.6
0.93,Very Good,F,SI1,61.1,58.0,4534,6.26,6.3,3.84
1.2,Premium,H,SI2,62.5,58.0,5280,6.76,6.81,4.24
0.51,Ideal,E,VS2,60.8,56.0,1413,5.18,5.21,3.16
0.6,Ideal,G,VVS2,61.4,59.0,2313,5.37,5.41,3.31
0.35,Premium,D,VVS1,60.8,58.0,1247,4.55,4.53,2.76
0.27,Ideal,I,VS2,62.1,56.0,534,4.14,4.18,2.58
1.73,Premium,D,SI1,60.6,59.0,12770,7.76,7.68,4.68
0.3,Ideal,I,VS2,61.3,58.0,438,4.3,4.31,2.64
1.09,Premium,H,VS1,60.2,59.0,5860,6.71,6.67,4.03
0.51,Ideal,E,VS2,61.9,57.0,1662,5.12,5.09,3.16
0.41,Very Good,E,VVS1,62.9,59.0,1367,4.72,4.76,2.98
0.38,Premium,F,VVS1,59.2,58.0,1200,4.76,4.8,2.83
0.3,Premium,E,SI1,62.5,60.0,526,4.24,4.27,2.66
0.51,Premium,G,VS2,62.4,58.0,1546,5.12,5.11,3.19
1.12,Ideal,G,VS2,61.0,57.0,7634,6.69,6.72,4.09
0.33,Ideal,E,VS1,60.6,57.0,686,4.49,4.52,2.73
1.0,Premium,H,SI2,59.8,61.0,3360,6.24,6.17,3.71
0.25,Very Good,F,VVS2,61.6,57.0,633,4.05,4.07,2.5
0.56,Ideal,H,SI1,61.7,56.0,1197,5.26,5.3,3.26
0.51,Ideal,G,VS1,61.7,55.0,1656,5.14,5.17,3.18
1.02,Ideal,E,SI2,62.6,54.6,4983,6.4,6.44,4.02
0.3,Very Good,E,VVS1,60.5,57.0,862,4.37,4.39,2.65
1.24,Very Good,H,SI1,62.4,58.0,6625,6.93,6.82,4.29
0.83,Ideal,E,SI2,61.9,53.0,3103,6.04,6.08,3.75
1.12,Ideal,J,SI1,62.4,57.0,4840,6.65,6.6,4.14
1.02,Premium,F,IF,62.5,58.0,11167,6.54,6.39,4.04
0.71,Good,I,SI1,63.6,63.0,1774,5.64,5.61,3.58
1.71,Ideal,J,VS1,62.4,56.0,10309,7.59,7.63,4.75
0.31,Ideal,D,VS2,61.5,56.0,734,4.37,4.41,2.7
0.23,Very Good,D,VS1,59.0,61.0,373,4.04,4.06,2.39
0.91,Premium,G,SI1,62.2,59.0,4045,6.15,6.19,3.84
0.3,Ideal,G,VVS2,62.4,57.0,665,4.27,4.29,2.67
1.26,Very Good,J,SI1,61.8,58.0,4989,6.88,6.91,4.26
0.41,Very Good,J,VS2,61.6,57.0,627,4.79,4.82,2.96
1.02,Very Good,H,VS1,62.8,59.0,5598,6.34,6.47,4.02
1.53,Premium,G,VS2,59.9,61.0,13206,7.54,7.45,4.49
0.71,Premium,E,VS2,61.3,59.0,2630,5.7,5.76,3.51
0.91,Very Good,F,SI1,63.1,60.0,3007,6.13,6.1,3.86
1.02,Premium,G,SI2,61.7,58.0,3027,6.46,6.41,3.97
0.38,Very Good,D,SI1,61.3,57.0,701,4.67,4.7,2.87
0.81,Premium,G,SI2,61.7,57.0,2482,5.99,5.94,3.68
1.01,Good,F,SI2,64.9,60.0,4140,6.2,6.25,4.04
0.6,Ideal,G,VVS2,61.3,56.0,2467,5.43,5.46,3.34
0.78,Ideal,G,SI2,62.1,54.0,2561,5.92,5.94,3.68
0.6,Premium,H,SI1,58.9,61.0,1341,5.54,5.5,3.25
0.52,Premium,F,VS2,62.5,58.0,1605,5.17,5.13,3.22
1.03,Ideal,G,VS1,63.0,56.0,6659,6.46,6.43,4.06
0.33,Premium,I,VVS2,62.2,59.0,743,4.47,4.41,2.76
0.31,Ideal,E,VVS2,60.9,55.0,864,4.42,4.45,2.7
0.91,Premium,H,SI2,62.7,58.0,3363,6.17,6.14,3.86
0.41,Premium,G,VS2,61.4,59.0,1061,4.79,4.75,2.93
0.3,Premium,G,VVS2,62.2,59.0,878,4.31,4.28,2.67
0.41,Ideal,E,IF,62.1,54.0,1419,4.75,4.81,2.97
1.55,Fair,H,SI2,64.6,58.0,9045,7.28,7.21,4.68
1.01,Very Good,F,VS2,61.1,58.0,7037,6.45,6.51,3.96
0.3,Premium,H,VVS2,60.8,60.0,776,4.33,4.29,2.62
0.38,Ideal,F,VS2,61.9,55.0,969,4.69,4.63,2.89
0.31,Good,F,VS1,63.9,55.0,779,4.3,4.27,2.74
2.02,Premium,G,SI2,60.1,59.0,17099,8.29,8.21,4.96
0.7,Very Good,D,SI1,59.4,63.0,2628,5.78,5.76,3.43
0.3,Ideal,H,VS2,61.9,55.0,496,4.28,4.31,2.66
0.74,Very Good,D,SI2,61.5,59.0,2740,5.79,5.82,3.57
1.16,Premium,H,I1,61.7,62.0,2368,6.68,6.64,4.11
0.34,Ideal,G,IF,61.6,54.0,974,4.49,4.53,2.78
1.52,Premium,H,VS2,61.1,61.0,8825,7.4,7.36,4.51
0.33,Very Good,E,VS2,61.9,58.0,627,4.42,4.47,2.75
0.9,Good,H,VS2,64.0,57.0,3601,6.11,6.14,3.92
2.55,Good,H,SI2,63.7,59.0,14775,8.66,8.57,5.49
1.7,Ideal,G,VS2,61.3,57.0,15941,7.67,7.6,4.68
1.02,Ideal,F,SI1,60.3,60.0,5195,6.55,6.51,3.94
0.9,Very Good,I,VS2,62.0,63.0,3338,6.13,6.03,3.77
1.71,Premium,I,VS2,62.4,61.0,9384,7.67,7.59,4.76
2.15,Ideal,H,SI1,61.5,60.0,18470,8.17,8.29,5.06
1.0,Very Good,G,SI1,58.6,63.0,4218,6.56,6.58,3.85
0.71,Ideal,E,VVS2,62.0,53.9,4042,5.73,5.77,3.57
1.51,Very Good,I,SI1,61.6,58.0,9283,7.35,7.3,4.51
0.4,Premium,F,VS1,60.4,59.0,982,4.75,4.76,2.87
0.7,Good,E,SI1,61.6,61.0,2111,5.64,5.66,3.48
0.71,Ideal,E,SI1,61.9,56.0,2404,5.76,5.71,3.55
1.01,Premium,G,SI1,60.8,60.0,5090,6.47,6.39,3.91
0.71,Good,D,VS2,63.6,54.0,4289,5.7,5.75,3.64
1.21,Premium,H,SI1,61.6,61.0,6505,6.88,6.83,4.22
0.4,Ideal,E,SI2,61.8,55.2,679,4.75,4.77,2.94
0.33,Premium,I,VS2,62.0,60.0,463,4.41,4.46,2.75
0.9,Good,G,SI1,62.8,59.0,3734,6.08,6.12,3.83
0.5,Very Good,D,VS2,63.0,57.0,1688,5.03,5.06,3.18
0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7
1.01,Premium,F,VS2,62.5,58.0,6271,6.43,6.4,4.01
0.3,Ideal,H,VVS2,61.6,55.0,605,4.3,4.34,2.66
1.12,Ideal,E,SI1,61.6,55.0,6458,6.69,6.66,4.11
1.13,Ideal,G,VS1,61.0,56.4,7808,6.7,6.75,4.1
0.31,Ideal,G,VVS1,61.9,54.0,789,4.35,4.37,2.7
1.02,Ideal,G,VS2,62.3,55.0,6648,6.45,6.48,4.03
1.21,Premium,H,VS1,61.2,60.0,6056,6.77,6.86,4.17
1.51,Fair,G,VS2,56.0,65.0,8794,7.68,7.57,4.27
0.42,Premium,G,VVS2,60.4,59.0,1103,4.82,4.78,2.9
1.23,Ideal,G,VVS1,61.2,56.0,11182,6.94,6.9,4.23
1.0,Very Good,D,VVS2,59.9,61.0,9740,6.42,6.5,3.87
0.75,Good,E,SI2,63.2,57.0,2278,5.76,5.82,3.66
0.31,Good,F,VS2,63.7,59.0,583,4.26,4.31,2.73
1.0,Good,I,SI1,63.7,64.0,3920,6.33,6.27,4.01
1.02,Very Good,G,VS1,62.6,58.0,6301,6.36,6.46,4.01
0.4,Good,E,SI2,61.2,61.0,588,4.71,4.74,2.89
0.93,Ideal,H,SI1,61.7,55.0,4317,6.26,6.29,3.87
1.27,Premium,D,SI1,62.5,58.0,8463,6.92,6.87,4.31
1.33,Ideal,F,IF,60.2,57.0,18435,7.12,7.17,4.3
0.9,Good,H,VVS1,63.8,59.0,4847,6.09,6.13,3.9
0.75,Good,D,SI2,57.6,56.0,2933,5.98,6.07,3.47
1.5,Fair,H,SI1,65.0,57.0,6838,7.1,7.06,4.6
0.4,Very Good,I,VS1,63.0,56.0,737,4.68,4.72,2.96
0.4,Premium,G,SI1,62.0,59.0,702,4.7,4.72,2.92
0.32,Premium,G,SI1,61.0,61.0,612,4.41,4.38,2.68
1.53,Ideal,F,SI1,60.3,57.0,11713,7.45,7.52,4.51
0.73,Ideal,G,SI1,61.7,60.0,2377,5.77,5.8,3.57
0.41,Ideal,G,VS2,62.4,55.0,1061,4.76,4.73,2.96
1.55,Premium,G,VS2,60.5,60.0,10499,7.49,7.46,4.52
0.31,Ideal,H,VS2,61.9,55.0,489,4.35,4.38,2.7
1.52,Premium,D,SI1,59.5,61.0,12823,7.5,7.43,4.44
0.5,Premium,E,VS2,63.0,58.0,1583,5.07,5.02,3.18
0.96,Good,G,SI1,56.6,63.0,3522,6.52,6.39,3.67
1.7,Ideal,H,I1,61.3,55.0,6397,7.7,7.63,4.7
0.9,Very Good,H,VS1,63.0,59.0,4136,6.1,6.13,3.85
0.32,Very Good,G,VVS1,60.9,61.0,842,4.37,4.4,2.67
1.26,Ideal,H,VS1,61.5,59.0,7845,6.94,6.91,4.26
0.93,Good,G,SI1,58.8,61.0,4405,6.36,6.39,3.75
0.4,Ideal,E,VVS1,60.6,56.0,1031,4.77,4.8,2.9
0.71,Good,D,SI1,63.1,56.0,2719,5.68,5.73,3.6
0.5,Very Good,J,SI1,63.2,55.0,1000,5.07,5.03,3.19
0.7,Premium,E,SI2,60.6,58.0,2442,5.78,5.73,3.49
0.5,Ideal,F,VS1,61.6,57.0,1695,5.07,5.09,3.13
1.04,Very Good,H,SI2,62.9,57.0,4435,6.39,6.45,4.04
0.42,Ideal,H,VS2,62.5,57.0,773,4.76,4.81,2.99
0.35,Ideal,E,VS2,61.6,56.0,984,4.54,4.52,2.79
0.4,Very Good,J,VS1,63.0,58.0,631,4.66,4.7,2.95
0.38,Ideal,I,VVS1,60.6,58.0,744,4.69,4.71,2.85
0.7,Ideal,G,VS2,61.8,54.0,2593,5.71,5.74,3.54
1.55,Ideal,G,SI2,60.5,60.0,8981,7.46,7.49,4.52
1.53,Very Good,D,SI2,62.9,56.0,9001,7.25,7.31,4.58
1.7,Very Good,H,VS2,61.9,60.0,12874,7.57,7.61,4.7
0.72,Ideal,H,VVS1,62.5,57.0,2946,5.7,5.73,3.57
1.2,Premium,H,SI2,60.8,59.0,4301,6.8,6.75,4.12
1.01,Premium,D,SI1,62.6,58.0,5543,6.44,6.33,4.0
0.42,Premium,G,VS2,60.6,58.0,1087,4.88,4.83,2.94
0.3,Premium,E,IF,61.9,61.0,984,4.32,4.27,2.66
0.7,Good,E,VS2,64.1,59.0,2777,5.64,5.59,3.6
1.1,Premium,H,SI2,62.2,58.0,4620,6.69,6.6,4.13
1.5,Premium,I,VS2,61.1,60.0,9471,7.33,7.36,4.49
2.0,Very Good,J,VVS2,63.0,59.0,15076,7.97,8.0,5.03
1.0,Good,E,VVS1,64.1,62.0,7084,6.29,6.26,4.02
0.91,Ideal,F,SI2,61.1,55.0,3246,6.24,6.19,3.8
2.1,Very Good,J,VS2,61.5,60.7,13340,8.16,8.21,5.03
0.7,Ideal,H,SI2,63.1,54.0,1973,5.64,5.68,3.57
0.32,Ideal,H,VVS1,62.0,55.0,708,4.42,4.45,2.75
0.3,Ideal,F,VS2,62.7,57.0,605,4.27,4.31,2.69
